META; english/premier-league/chelsea-v-crystal-palace; 2017-03-06 00:16:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Draw; 9/2; 19/5; 17/4; 4; 4; 17/4; 22/5; 4; 17/4; 15/4; 4; 4; 4; 9/2; 9/2; 4; 17/4; 17/4; 4; 54/13; 9/2; 22/5; 41/10; 17/4; 21/5; ; ; 21/5; 9/2
Crystal Palace; 10; 9; 11; 10; 12; 11; 12; 9; 9; 9; 10; 10; 10; 10; 11; 10; 21/2; 10; 10; 21/2; 23/2; 42/5; 10; 9; 10; ; ; 56/5; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-04-01 12:15:44 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/3; 1/3; 1/3; 2/7; 1/3; 3/10; 1/3; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 7/20; 30/100; 1/3; 4/13; 3/10; 1/3; ; 8/25; 1/3; 1/3; 1/3; 6/17; ; ; 1/3; 1/3
Draw; 9/2; 19/5; 17/4; 9/2; 4; 17/4; 22/5; 4; 17/4; 9/2; 4; 4; 4; 9/2; 9/2; 4; 17/4; 17/4; 4; ; 9/2; 22/5; 41/10; 17/4; 21/5; ; ; 21/5; 9/2
Crystal Palace; 10; 9; 11; 11; 12; 11; 11; 9; 9; 10; 10; 10; 10; 10; 11; 10; 21/2; 10; 10; ; 23/2; 42/5; 10; 9; 10; ; ; 56/5; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-04-01 12:26:24 GMT+3; 2017-04-02 12:45; e70300-dr003
Fremad Amager; ; ; ; ; 5/4; ; ; 5/4; ; ; ; 6/5; ; ; ; ; ; ; 13/10; ; ; ; 13/10; ; 25/19; ; 27/20; ; 
FC Helsingor; ; ; ; ; 15/8; ; ; 15/8; ; ; ; 7/4; ; ; ; ; ; ; 19/10; ; ; ; 19/10; ; 19/10; ; 10/9; ; 
Draw; ; ; ; ; 9/4; ; ; 21/10; ; ; ; 12/5; ; ; ; ; ; ; 9/4; ; ; ; 9/4; ; 23/10; ; 1; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-04-01 13:01:29 GMT+3; 2017-04-02 14:00; e70300-dr003
Atalanta; 11/10; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 21/20; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; ; 11/10; 117/100; 13/12; ; 11/10; 19/17; ; 11/10; 10/9; 23/20
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 11/5; 12/5; 9/4; 11/5; 9/4; 47/20; 23/10; 9/4; 23/10; 9/4; 23/10; ; 9/4; 12/5; 12/5; ; 23/10; 11/5; ; 23/10; 9/4; 23/10
Genoa; 5/2; 13/5; 27/10; 12/5; 13/5; 13/5; 13/5; 9/4; 13/5; 13/5; 5/2; 13/5; 51/20; 13/5; 11/4; 5/2; 45/17; 12/5; ; 45/17; 71/25; 14/5; ; 13/5; 27/10; ; 5/2; 5/2; 14/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-04-01 15:45:18 GMT+3; 2017-04-05 20:00; e70300-dr003
Liverpool 2-0; 13/2; 6; 13/2; 13/2; ; 11/2; 7; ; 6; 6; 6; 13/2; 6; 6; 11/2; 6; 27/4; ; 13/2; 27/4; ; 63/10; 13/2; ; 13/2; ; ; ; 
Liverpool 3-0; 15/2; 7; 8; 7; ; 13/2; 8; ; 7; 7; 7; 15/2; 7; 15/2; 13/2; 7; 8; ; 15/2; 8; ; 73/10; 15/2; ; 15/2; ; ; ; 
Liverpool 2-1; 8; 8; 17/2; 8; ; 15/2; 17/2; ; 8; 8; 8; 8; 8; 17/2; 8; 15/2; 35/4; ; 15/2; 35/4; ; 87/10; 15/2; ; 15/2; ; ; ; 
Liverpool 1-0; 7; 8; 17/2; 17/2; ; 15/2; 17/2; ; 8; 8; 8; 8; 15/2; 8; 7; 15/2; 9; ; 15/2; 9; ; 87/10; 15/2; ; 15/2; ; ; ; 
Liverpool 3-1; 11; 9; 10; 10; ; 17/2; 19/2; ; 9; 9; 9; 9; 17/2; 10; 9; 9; 10; ; 9; 10; ; 10; 9; ; 9; ; ; ; 
Any Other Score; ; ; 13/2; ; ; ; ; ; 12; ; ; ; ; ; ; ; ; ; ; ; ; 28/5; ; ; ; ; ; ; 
Draw 1-1; 12; 9; 11; 11; ; 10; 21/2; ; 10; 10; 10; 10; 11; 11; 10; 10; 23/2; ; 19/2; 23/2; ; 10; 19/2; ; 19/2; ; ; ; 
Liverpool 4-0; 12; 11; 12; 10; ; 10; 12; ; 11; 11; 11; 11; 11; 11; 10; 10; 49/4; ; 11; 49/4; ; 12; 11; ; 11; ; ; ; 
Liverpool 4-1; 16; 14; 15; 14; ; 12; 15; ; 14; 14; 14; 14; 12; 14; 12; 14; 61/4; ; 13; 61/4; ; 16; 13; ; 13; ; ; ; 
Draw 0-0; 16; 22; 20; 18; ; 16; 15; ; 20; 18; 20; 16; 16; 20; 18; 16; 49/4; ; 15; 49/4; ; 22; 15; ; 15; ; ; ; 
Draw 2-2; 25; 20; 20; 20; ; 16; 19; ; 22; 18; 18; 18; 20; 20; 18; 18; 21; ; 18; 21; ; 22; 18; ; 18; ; ; ; 
Liverpool 5-0; 22; 22; ; 20; ; 16; 25; ; 22; 20; 22; 20; 25; 22; 18; 20; 22; ; 19; 22; ; ; 19; ; 19; ; ; ; 
Liverpool 3-2; 25; 25; 25; 25; ; 20; 25; ; 25; 22; 22; 20; 22; 22; 22; 22; 45/2; ; 19; 45/2; ; 28; 19; ; 19; ; ; ; 
Liverpool 5-1; 28; 28; ; 28; ; 20; 28; ; 28; 25; 25; 25; 28; 28; 22; 25; 105/4; ; 21; 105/4; ; ; 21; ; 21; ; ; ; 
Bournemouth 1-0; 40; 28; 33; 25; ; 20; 35; ; 28; 28; 33; 25; 30; 33; 22; 28; 105/4; ; 31; 105/4; ; 32; 31; ; 31; ; ; ; 
Bournemouth 2-1; 40; 28; 30; 25; ; 20; 30; ; 28; 28; 28; 25; 30; 28; 22; 25; 105/4; ; 29; 105/4; ; 32; 29; ; 29; ; ; ; 
Liverpool 4-2; 40; 33; 35; 33; ; 25; 35; ; 40; 28; 33; 28; 33; 33; 25; 28; 32; ; 28; 32; ; 42; 28; ; 28; ; ; ; 
Liverpool 6-0; 40; 50; ; 50; ; 40; 50; ; 50; 40; 45; 40; 55; 40; 33; 40; 81/2; ; 36; 81/2; ; ; 36; ; 36; ; ; ; 
Liverpool 5-2; 50; 50; ; 66; ; 50; 60; ; ; 50; 55; 50; 66; 66; 50; 50; 50; ; 45; 50; ; ; 45; ; 45; ; ; ; 
Liverpool 6-1; 50; 50; ; 66; ; 50; 60; ; ; 50; 55; 40; 60; 50; 50; 50; 95/2; ; 40; 95/2; ; ; 40; ; 40; ; ; ; 
Bournemouth 2-0; 66; 66; 80; 66; ; 50; 75; ; 80; 66; 70; 50; 70; 90; 50; 50; 50; ; 60; 50; ; 80; 60; ; 60; ; ; ; 
Bournemouth 3-2; 80; 66; 70; 66; ; 50; 70; ; 80; 66; 66; 50; 66; 70; 66; 50; 107/2; ; 66; 107/2; ; 90; 66; ; 66; ; ; ; 
Draw 3-3; 80; 66; 70; 66; ; 50; 70; ; 100; 66; 60; 50; 70; 70; 66; 50; 233/4; ; 60; 233/4; ; 90; 60; ; 60; ; ; ; 
Bournemouth 3-1; 100; 80; 100; 80; ; 80; 100; ; 100; 90; 80; 66; 90; 100; 80; 66; 247/4; ; 75; 247/4; ; 120; 75; ; 75; ; ; ; 
Liverpool 6-2; 100; 100; ; 125; ; 80; 110; ; ; 100; 100; 80; 125; 100; 80; 80; ; ; 80; ; ; ; 80; ; 80; ; ; ; 
Liverpool 7-0; 80; 80; ; 125; ; 80; 100; ; ; 90; 90; 66; 100; 100; 80; ; ; ; 80; ; ; ; 80; ; 80; ; ; ; 
Liverpool 7-1; 100; 100; ; 125; ; 80; 110; ; ; 100; 100; 80; 125; 100; 80; ; ; ; 90; ; ; ; 90; ; 90; ; ; ; 
Liverpool 4-3; 100; 100; 100; 100; ; 80; 100; ; ; 90; 80; 66; 90; 100; 80; 80; 70; ; 80; 70; ; 150; 80; ; 80; ; ; ; 
Bournemouth 8-0; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 8-1; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 9-0; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Liverpool 5-3; 200; 150; ; ; ; 100; 150; ; ; 125; 125; 100; 150; 150; 100; 125; ; ; 130; ; ; ; 130; ; 130; ; ; ; 
Bournemouth 5-4; ; ; ; ; ; ; 225; ; ; ; 200; ; 200; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 6-3; ; ; ; ; ; ; 225; ; ; ; 200; ; 200; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 7-0; ; ; ; ; ; ; 225; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 7-1; ; ; ; ; ; ; 225; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 7-2; ; ; ; ; ; ; 225; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 5-3; ; 250; ; ; ; ; 225; ; ; ; 200; ; 200; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 6-0; ; 250; ; ; ; ; 225; ; 100; ; 200; ; 200; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 6-1; ; 250; ; ; ; ; 225; ; ; ; 200; ; 200; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Liverpool 7-2; 250; 200; ; ; ; 200; 200; ; ; 175; 150; 100; 150; 250; ; ; ; ; 180; ; ; ; 180; ; 180; ; ; ; 
Liverpool 8-0; 200; 200; ; 250; ; 200; 200; ; ; 175; 150; 100; 175; 200; 200; ; ; ; 180; ; ; ; 180; ; 180; ; ; ; 
Bournemouth 3-0; 250; 200; 225; 125; ; 150; 200; ; 100; 175; 150; 100; 150; 200; 150; 125; 347/4; ; 160; 347/4; ; 270; 160; ; 160; ; ; ; 
Liverpool 8-1; 300; ; ; ; ; 250; 225; ; ; 200; 150; 100; 175; 250; 250; ; ; ; 200; ; ; ; 200; ; 200; ; ; ; 
Liverpool 8-2; ; ; ; ; ; ; ; ; ; 325; ; ; ; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Liverpool 5-4; ; ; ; ; ; ; 350; ; ; 325; 200; ; 200; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Liverpool 7-3; ; ; ; ; ; ; ; ; ; 375; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Liverpool 9-1; ; ; ; ; ; ; ; ; ; 375; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 4-2; 400; 200; 250; 150; ; 200; 225; ; 100; 200; 150; 100; 150; 250; 250; 150; ; ; 200; ; ; 350; 200; ; 200; ; ; ; 
Bournemouth 4-0; ; 250; 250; 200; ; ; 350; ; 100; 425; 200; ; 200; ; ; 200; ; ; 300; ; ; 350; 300; ; 300; ; ; ; 
Bournemouth 4-3; 450; 250; 250; 150; ; 200; 300; ; ; 200; 150; 100; 150; 250; 1/1000; 150; ; ; 275; ; ; 350; 275; ; 275; ; ; ; 
Liverpool 6-3; 450; ; ; ; ; 250; 250; ; ; 225; 150; 100; 175; 300; 250; 150; ; ; 225; ; ; ; 225; ; 225; ; ; ; 
Liverpool 6-4; ; ; ; ; ; ; ; ; ; 450; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 4-1; 500; 250; 250; 150; ; ; 275; ; 100; 250; 150; ; 175; 300; ; 150; ; ; 250; ; ; 350; 250; ; 250; ; ; ; 
Bournemouth 5-0; ; 250; ; 500; ; ; 225; ; 100; ; 200; ; 200; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 5-1; ; 250; ; 500; ; ; 225; ; 100; ; 200; ; 200; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 5-2; ; 250; ; 500; ; ; 225; ; ; ; 200; ; 200; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Bournemouth 6-2; ; 250; ; 500; ; ; 225; ; ; ; 200; ; 200; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw 4-4; 500; 250; 250; 200; ; ; 325; ; ; 250; 150; 150; 175; 250; ; 200; ; ; 300; ; ; 350; 300; ; 300; ; ; ; 
Liverpool 10-0; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Liverpool 9-0; ; ; ; 500; ; ; ; ; ; 350; 200; ; ; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-04-02 20:21:47 GMT+3; 2017-04-01 17:30; e70300-dr003
Real Sociedad; 8/11; 3/4; 3/4; 3/4; 8/11; 3/4; 8/11; 8/11; 8/11; 8/11; 7/10; 3/4; 3/4; 3/4; 8/11; 8/11; 5/7; 3/4; 8/11; 5/7; 7/10; 8/11; 8/11; 3/4; 3/4; ; 4/6; 8/11; 8/11
Draw; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 5/2; 12/5; 12/5; 12/5; 49/20; 13/5; 5/2; 5/2; 5/2; 23/10; 12/5; 5/2; 27/10; 28/11; 27/11; 5/2; 5/2; ; 12/5; 12/5; 5/2
Leganes; 9/2; 17/4; 19/4; 9/2; 9/2; 9/2; 19/4; 4; 9/2; 17/4; 9/2; 4; 9/2; 9/2; 9/2; 9/2; 22/5; 19/4; 22/5; 22/5; 53/10; 22/5; 22/5; 17/4; 9/2; ; 23/5; 23/5; 23/5
